season,lg,team,abbreviation,playoffs,g,fg_percent,x3p_percent,x2p_percent,ft_percent,pts
1966,NBA,New York Knicks,NYK,FALSE,80,0.45,NA,0.45,0.72,9335
1966,NBA,Philadelphia 76ers,PHI,TRUE,80,0.446,NA,0.446,0.664,9387
1965,NBA,Boston Celtics,BOS,TRUE,80,0.414,NA,0.414,0.731,9024
1965,NBA,Detroit Pistons,DET,FALSE,80,0.418,NA,0.418,0.689,8681
1965,NBA,Los Angeles Lakers,LAL,TRUE,80,0.437,NA,0.437,0.763,8948
1965,NBA,New York Knicks,NYK,FALSE,80,0.426,NA,0.426,0.713,8593
1965,NBA,Philadelphia 76ers,PHI,TRUE,80,0.422,NA,0.422,0.738,9003
1964,NBA,Boston Celtics,BOS,TRUE,80,0.413,NA,0.413,0.725,9042
1964,NBA,Detroit Pistons,DET,FALSE,80,0.421,NA,0.421,0.718,8620
1964,NBA,Los Angeles Lakers,LAL,TRUE,80,0.44,NA,0.44,0.766,8774
1964,NBA,New York Knicks,NYK,FALSE,80,0.445,NA,0.445,0.684,8976
1964,NBA,Philadelphia 76ers,PHI,TRUE,80,0.418,NA,0.418,0.766,8972
1963,NBA,Boston Celtics,BOS,TRUE,80,0.427,NA,0.427,0.725,9504
1963,NBA,Detroit Pistons,DET,TRUE,80,0.432,NA,0.432,0.717,9112
1963,NBA,Los Angeles Lakers,LAL,TRUE,80,0.441,NA,0.441,0.761,9242
1963,NBA,New York Knicks,NYK,FALSE,80,0.429,NA,0.429,0.71,8837
1962,NBA,Boston Celtics,BOS,TRUE,80,0.423,NA,0.423,0.728,9687
1962,NBA,Detroit Pistons,DET,TRUE,80,0.415,NA,0.415,0.729,9234
1962,NBA,Los Angeles Lakers,LAL,TRUE,80,0.427,NA,0.427,0.734,9482
1962,NBA,New York Knicks,NYK,FALSE,80,0.418,NA,0.418,0.71,9187
1961,NBA,Boston Celtics,BOS,TRUE,79,0.398,NA,0.398,0.735,9460
1961,NBA,Detroit Pistons,DET,TRUE,79,0.417,NA,0.417,0.743,9370
1961,NBA,Los Angeles Lakers,LAL,TRUE,79,0.403,NA,0.403,0.735,9006
1961,NBA,New York Knicks,NYK,FALSE,79,0.41,NA,0.41,0.752,8979
1960,NBA,Boston Celtics,BOS,TRUE,75,0.417,NA,0.417,0.734,9337
1960,NBA,Detroit Pistons,DET,TRUE,75,0.397,NA,0.397,0.729,8367
1960,NBA,New York Knicks,NYK,FALSE,75,0.421,NA,0.421,0.765,8800
1959,NBA,Boston Celtics,BOS,TRUE,72,0.395,NA,0.395,0.766,8379
1959,NBA,Detroit Pistons,DET,TRUE,72,0.385,NA,0.385,0.74,7565
1959,NBA,New York Knicks,NYK,TRUE,72,0.399,NA,0.399,0.791,7943
1958,NBA,Boston Celtics,BOS,TRUE,72,0.387,NA,0.387,0.737,7916
1958,NBA,Detroit Pistons,DET,TRUE,72,0.376,NA,0.376,0.755,7585
1958,NBA,New York Knicks,NYK,FALSE,72,0.395,NA,0.395,0.753,8068
1957,NBA,Boston Celtics,BOS,TRUE,72,0.383,NA,0.383,0.75,7599
1957,NBA,New York Knicks,NYK,FALSE,72,0.387,NA,0.387,0.744,7255
1956,NBA,Boston Celtics,BOS,TRUE,72,0.397,NA,0.397,0.769,7632
1956,NBA,New York Knicks,NYK,TRUE,72,0.392,NA,0.392,0.754,7212
1955,NBA,Boston Celtics,BOS,TRUE,72,0.399,NA,0.399,0.776,7305
1955,NBA,New York Knicks,NYK,TRUE,72,0.389,NA,0.389,0.728,6671
1954,NBA,Boston Celtics,BOS,TRUE,72,0.4,NA,0.4,0.726,6315
1954,NBA,New York Knicks,NYK,TRUE,72,0.374,NA,0.374,0.721,5688
1953,NBA,Boston Celtics,BOS,TRUE,71,0.392,NA,0.392,0.728,6258
1953,NBA,New York Knicks,NYK,TRUE,70,0.386,NA,0.386,0.704,5985
1952,NBA,Boston Celtics,BOS,TRUE,66,0.387,NA,0.387,0.734,6027
1952,NBA,New York Knicks,NYK,TRUE,66,0.383,NA,0.383,0.716,5609
1951,NBA,Boston Celtics,BOS,TRUE,69,0.368,NA,0.368,0.725,5881
1951,NBA,New York Knicks,NYK,TRUE,66,0.379,NA,0.379,0.714,5666
1950,NBA,Boston Celtics,BOS,FALSE,68,0.338,NA,0.338,0.707,5420
1950,NBA,New York Knicks,NYK,TRUE,68,0.353,NA,0.353,0.711,5488
1949,BAA,Boston Celtics,BOS,FALSE,60,0.311,NA,0.311,0.636,4593
1949,BAA,New York Knicks,NYK,TRUE,60,0.322,NA,0.322,0.702,4752
1948,BAA,Boston Celtics,BOS,TRUE,48,0.287,NA,0.287,0.659,3303
1948,BAA,New York Knicks,NYK,TRUE,48,0.287,NA,0.287,0.672,3578
1947,BAA,Boston Celtics,BOS,FALSE,60,0.272,NA,0.272,0.59,3605
1947,BAA,New York Knicks,NYK,TRUE,60,0.279,NA,0.279,0.661,3881
